lng,lat
-73.89755,40.61967
-73.89753,40.61887
-73.89748,40.61832
-73.89731,40.61691
-73.89717,40.6138
-73.8972,40.6127
-73.89726,40.61139
-73.89735,40.61051
-73.89752,40.60964
-73.89764,40.60921
-73.89777,40.60879
-73.89824,40.60752
-73.89837,40.60709
-73.89853,40.60644
-73.89859,40.60611
-73.89865,40.60565
-73.89884,40.60413
-73.89888,40.6039
-73.89897,40.60363
-73.89908,40.60338
-73.89927,40.60299
-73.89946,40.60269
-73.89967,40.60239
-73.90013,40.60187
-73.9007,40.60136
-73.9013,40.6009
-73.90197,40.60049
-73.90269,40.60014
-73.90346,40.59982
-73.90441,40.59947
-73.90482,40.59929
-73.9062,40.59872
-73.90656,40.5986
-73.90693,40.59851
-73.90731,40.59845
-73.90771,40.5984
-73.90812,40.59839
-73.90851,40.5984
-73.90915,40.59847
-73.90944,40.59854
-73.90974,40.59863
-73.91002,40.59874
-73.91024,40.59885
-73.9105,40.59902
-73.91141,40.59968
-73.91047,40.59867
-73.91031,40.59843
-73.91005,40.59787
-73.9088,40.59384
-73.90867,40.59338
-73.90856,40.59277
-73.90845,40.59232
-73.87815,40.88362
-73.87772,40.88345
-73.87812,40.88215
-73.87467,40.88156
-73.87479,40.88007
-73.87494,40.87994
-73.87307,40.88013
-73.87191,40.88023
-73.87254,40.87874
-73.87159,40.87864
-73.87133,40.8786
-73.87046,40.87838
-73.87029,40.87834
-73.87071,40.87734
-73.87081,40.87702
-73.87089,40.87644
-73.87092,40.876
-73.87116,40.8753
-73.87162,40.87367
-73.87186,40.87264
-73.87215,40.87121
-73.87225,40.87055
-73.87231,40.86998
-73.8724,40.86866
-73.87231,40.86758
-73.87204,40.8653
-73.87201,40.86481
-73.87201,40.86401
-73.87203,40.8636
-73.87241,40.8606
-73.87256,40.85952
-73.8727,40.85817
-73.8727,40.85743
-73.87263,40.85672
-73.87245,40.85608
-73.87211,40.85464
-73.87197,40.85421
-73.87173,40.85311
-73.87158,40.85222
-73.87148,40.85135
-73.87143,40.85046
-73.87143,40.84782
-73.87147,40.84608
-73.87153,40.84554
-73.87161,40.84511
-73.87269,40.8403
-73.87326,40.83809
-73.87356,40.83712
-73.87394,40.83603
-73.87403,40.83526
-73.87405,40.83481
-73.87405,40.83337
-73.87399,40.83267
-73.8739,40.83221
-73.87309,40.82883
-73.87299,40.8283
-73.87287,40.82718
-73.87286,40.82686
-73.87291,40.8265
-73.87297,40.82626
-73.87305,40.82605
-73.87334,40.82563
-73.87343,40.82544
-73.87347,40.82528
-73.87349,40.82508
-73.87348,40.82472
-73.87345,40.82459
-73.87347,40.8245
-73.87352,40.82442
-73.87436,40.8243
-73.8758,40.82404
-73.87776,40.82374
-73.88297,40.82305
-73.88688,40.82249
-73.88715,40.82245
-73.88736,40.82238
-73.88766,40.82221
-73.88954,40.82098
-73.8902,40.82049
-73.89055,40.82019
-73.89132,40.81945
-73.89478,40.8159
-73.89695,40.81382
-73.89738,40.81347
-73.89791,40.81308
-73.90125,40.81079
-73.90253,40.80987
-73.90572,40.80765
-73.90606,40.80741
-73.90641,40.80722
-73.90679,40.80705
-73.90963,40.80583
-73.91417,40.80373
-73.91449,40.80363
-73.9148,40.80357
-73.91514,40.80352
-73.91549,40.80349
-74.00227,40.62526
-74.00272,40.62482
-74.00052,40.62348
-74.01522,40.60935
-74.01697,40.60769
-74.01623,40.60723
-74.01549,40.60684
-74.0173,40.60513
-74.01746,40.60496
-74.01788,40.60471
-74.01826,40.60455
-74.01855,40.6044
-74.01874,40.60428
-74.01899,40.60404
-74.01908,40.60394
-74.01924,40.60366
-74.0193,40.60343
-74.0193,40.60331
-74.01927,40.60319
-74.01921,40.60305
-74.01909,40.60292
-74.01895,40.60282
-74.01881,40.60275
-74.01865,40.6027
-74.01834,40.60266
-74.01812,40.60269
-74.01783,40.60277
-74.01755,40.60282
-74.01729,40.60284
-74.01686,40.60285
-74.01643,40.60279
-74.01617,40.60274
-74.01438,40.60228
-74.01321,40.60202
-74.01291,40.60192
-74.01193,40.60157
-74.01095,40.60116
-74.01002,40.60069
-74.00912,40.60017
-74.00475,40.59743
-74.00429,40.59718
-74.00362,40.5969
-74.00313,40.59672
-74.00275,40.59661
-74.00073,40.59614
-74.00021,40.59599
-73.9997,40.5958
-73.9993,40.59562
-73.99883,40.59538
-73.99839,40.59512
-73.99795,40.59484
-73.99755,40.59455
-73.9972,40.59427
-73.99676,40.59396
-73.996,40.59332
-73.99563,40.59298
-73.99461,40.59195
-73.99399,40.59124
-73.99372,40.59089
-73.99309,40.58995
-73.99291,40.58962
-73.99218,40.5881
-73.99165,40.58719
-73.99155,40.58693
-73.99111,40.58621
-73.99092,40.58595
-73.99069,40.58567
-73.99025,40.58535
-73.98901,40.58455
-73.98879,40.58429
-73.98856,40.58397
-73.98847,40.58371
-73.98845,40.58346
-73.98849,40.58315
-73.98872,40.58285
-73.98863,40.58276
-73.98854,40.58272
-73.98641,40.58293
-73.98577,40.58079
-73.98565,40.58062
-73.98533,40.57908
-73.98523,40.57894
-73.98308,40.57916
-73.98194,40.57918
-73.98152,40.57698
-73.98144,40.57655
-74.00807,40.88791
-74.00804,40.88799
-74.00791,40.88824
-74.00645,40.88789
-74.00555,40.88756
-74.00473,40.88881
-74.00439,40.88944
-74.00413,40.88958
-74.00384,40.88969
-74.00365,40.88981
-74.00336,40.89029
-74.00328,40.89032
-74.00313,40.89033
-74.00298,40.89031
-74.0028,40.89029
-73.99646,40.88826
-73.9961,40.88812
-73.99528,40.88773
-73.99496,40.88754
-73.99115,40.88508
-73.98862,40.88342
-73.98625,40.88191
-73.98535,40.88137
-73.98328,40.88019
-73.98238,40.87966
-73.9808,40.8788
-73.97922,40.87789
-73.97701,40.87667
-73.97511,40.87556
-73.97458,40.87522
-73.97408,40.87483
-73.97366,40.87441
-73.97324,40.8739
-73.97301,40.87355
-73.9729,40.87335
-73.97267,40.87284
-73.97251,40.87226
-73.97245,40.87188
-73.97242,40.87142
-73.97245,40.87094
-73.97253,40.8705
-73.97259,40.87029
-73.97421,40.8657
-73.97429,40.86544
-73.97446,40.86493
-73.97454,40.86435
-73.97454,40.86416
-73.9745,40.86382
-73.9745,40.86358
-73.97452,40.8632
-73.97461,40.86248
-73.97482,40.86143
-73.97502,40.86066
-73.97519,40.86013
-73.97526,40.85984
-73.97531,40.85939
-73.97529,40.85914
-73.97524,40.85891
-73.97514,40.85867
-73.97501,40.85841
-73.97484,40.85819
-73.97465,40.85797
-73.9744,40.85776
-73.97407,40.85751
-73.97348,40.8571
-73.97295,40.85675
-73.97171,40.85594
-73.97135,40.85575
-73.9706,40.85541
-73.96997,40.85516
-73.9693,40.85493
-73.96855,40.85472
-73.96718,40.85442
-73.9659,40.85415
-73.96397,40.85382
-73.96245,40.8535
-73.96071,40.85319
-73.95208,40.85151
-73.944,40.84993
-73.9414,40.84939
-73.93943,40.84899
-73.93758,40.84863
-73.93733,40.84857
-73.93707,40.84848
-73.93373,40.84708
-73.9334,40.84694
-73.93251,40.84648
-73.93129,40.84596
-73.93109,40.84585
-73.93093,40.84571
-73.93068,40.84539
-73.93065,40.84518
-73.93072,40.845
-73.93085,40.84482
-73.93125,40.84442
-73.93139,40.84422
-73.9315,40.84399
-73.93153,40.84381
-73.93154,40.84363
-73.93143,40.84281
-73.93145,40.84242
-73.93155,40.84203
-73.93173,40.84158
-73.93297,40.83949
-73.93333,40.83885
-73.93485,40.83611
-73.93506,40.83567
-73.9352,40.83521
-73.93528,40.83487
-73.93533,40.83426
-73.93533,40.83324
-73.93513,40.83064
-73.93505,40.82983
-73.93487,40.82838
-73.93481,40.82804
-73.93454,40.8255
-73.93449,40.8246
-73.9345,40.82404
-73.93449,40.82363
-73.93439,40.82231
-73.93448,40.82082
-73.93446,40.81989
-73.93439,40.81904
-73.93434,40.81877
-73.93422,40.81831
-73.93412,40.81772
-73.93411,40.81748
-73.93434,40.81502
-73.9346,40.81247
-73.93466,40.81206
-73.93497,40.81084
-73.93506,40.81027
-73.93508,40.80999
-73.93506,40.80972
-73.935,40.8094
-73.9347,40.80859
-73.93441,40.80798
-73.93417,40.8076
-73.93388,40.8072
-73.93348,40.80673
-73.9333,40.80648
-73.93198,40.8051
-73.93145,40.80451
-73.93083,40.80366
-73.93058,40.80325
-73.93045,40.80296
-73.93034,40.80264
-73.92991,40.8008
-73.92988,40.80031
-73.92991,40.79956
-73.92988,40.79938
-73.92962,40.79859
-73.9294,40.79776
-73.92933,40.79742
-73.92932,40.79707
-73.92939,40.79662
-73.92948,40.79626
-73.92959,40.79595
-73.92967,40.79577
-73.92987,40.79545
-73.9301,40.79514
-73.93036,40.79485
-73.93061,40.79466
-73.9308,40.79456
-73.93267,40.79354
-73.93381,40.79288
-73.93521,40.79193
-73.93554,40.79168
-73.93585,40.79141
-73.93604,40.79122
-73.93631,40.79092
-73.93672,40.7904
-73.93709,40.78992
-73.93739,40.78944
-73.93816,40.78771
-73.93836,40.7874
-73.9397,40.78585
-73.93998,40.78558
-73.94026,40.78535
-73.94038,40.78529
-73.94061,40.78515
-73.94277,40.78406
-73.9432,40.78377
-73.94339,40.78361
-73.94356,40.78345
-73.97944,40.66146
-73.97957,40.66131
-73.97966,40.66121
-73.97973,40.66124
-73.97988,40.66125
-73.97996,40.66124
-73.98003,40.66122
-73.98015,40.66114
-73.98021,40.66105
-73.98021,40.66094
-73.98017,40.66084
-73.98012,40.66079
-73.98008,40.66077
-73.98087,40.65979
-73.98171,40.6588
-73.98343,40.65714
-73.98402,40.65659
-73.9842,40.65641
-73.98452,40.65607
-73.98415,40.65583
-73.98349,40.65548
-73.98342,40.65517
-73.98341,40.65493
-73.98359,40.65489
-73.98387,40.6547
-73.98382,40.6544
-73.98381,40.65433
-73.98366,40.65428
-73.98352,40.6542
-73.98346,40.65407
-73.98339,40.65363
-73.98343,40.6534
-73.98352,40.65325
-73.98381,40.65299
-73.98412,40.6528
-73.98434,40.65261
-73.9845,40.65241
-73.98456,40.65228
-73.98457,40.65211
-73.98453,40.65193
-73.98465,40.65186
-73.98517,40.65172
-73.98599,40.65152
-73.98662,40.65119
-73.98702,40.65101
-73.98726,40.65116
-73.98756,40.65141
-73.98768,40.65146
-73.98771,40.65152
-73.98781,40.65158
-73.98788,40.65159
-73.98795,40.65158
-73.98801,40.65155
-73.98808,40.65147
-73.98808,40.65142
-73.98821,40.65138
-73.98835,40.65125
-73.98888,40.65098
-73.98924,40.65085
-73.98937,40.65082
-73.98961,40.65099
-73.98965,40.6511
-73.98998,40.65162
-73.99017,40.65186
-73.99041,40.65214
-73.9907,40.65214
-73.99089,40.65215
-73.99104,40.65212
-73.99129,40.65192
-73.99138,40.65192
-73.99179,40.65236
-73.99196,40.65249
-73.99218,40.65259
-73.99233,40.65258
-73.99258,40.65249
-73.99283,40.65243
-73.99312,40.65245
-73.99351,40.65256
-73.99383,40.65256
-73.99395,40.65253
-73.99465,40.65267
-73.995,40.65263
-73.99505,40.6528
-73.99517,40.65296
-73.99523,40.65309
-73.99544,40.65319
-73.99563,40.65323
-73.99582,40.65323
-73.99637,40.65325
-73.99662,40.65333
-73.99674,40.6534
-73.99694,40.6533
-73.99705,40.65327
-73.99713,40.65328
-73.99721,40.65332
-73.99763,40.65416
-73.9977,40.65424
